id,title,overview,genres,keywords,cast,producers,release_date,runtime,production_companies,production_countries,spoken_languages,vote_average,vote_count,popularity,tagline,homepage,budget,revenue
11066,Boomerang,"Marcus is a successful advertising executive who woos and beds women almost at will. After a company merger he finds that his new boss, the ravishing Jacqueline, is treating him in exactly the same way. Completely traumatised by this, his work goes badly downhill.",Comedy|Romance,role of women|ladykiller|success|ladies' man|chefin|casanova|womanizer,Eddie Murphy|Robin Givens|Halle Berry|David Alan Grier|Grace Jones|Martin Lawrence|Geoffrey Holder|Eartha Kitt|Chris Rock|Tisha Campbell-Martin,Brian Grazer,1992/6/30,117,Paramount Pictures,United States of America,Français|English,5.4,134,6.420434,A Player Who's About to be Played.,,40000000,70100000
136795,The Heat,"Uptight and straight-laced, FBI Special Agent Sarah Ashburn is a methodical investigator with a reputation for excellence--and hyper-arrogance. Shannon Mullins, one of Boston P.D.'s ""finest,"" is foul-mouthed and has a very short fuse, and uses her gut instinct and street smarts to catch the most elusive criminals. Neither has ever had a partner, or a friend for that matter. When these two wildly incompatible law officers join forces to bring down a ruthless drug lord, they become the last thing anyone expected: Buddies.",Action|Comedy|Crime,boston|fbi|buddy comedy,Sandra Bullock|Melissa McCarthy|Demián Bichir|Michael Rapaport|Taran Killam|Marlon Wayans|Andy Buckley|Bill Burr|Steve Bannos|Jane Curtin,Jenno Topping|Michele Imperato|Paul Feig|Peter Chernin|Dylan Clark,2013/6/27,117,Ingenious Film Partners|Ingenious Media|Twentieth Century Fox Film Corporation|Chernin Entertainment|Big Screen Productions|TSG Entertainment,United States of America,English|Español|български език,6.5,1575,37.654688,Action's never been so hot!,,43000000,158674180
8095,Cleopatra,"Historical epic. The triumphs and tragedy of the Egyptian queen, Cleopatra.The winner of four Oscars, this epic saga of love, greed and betrayal stars Elizabeth Taylor as the passionate and ambitious Egyptian queen who's determined to hold on to the throne and seduces the Roman emperor Julius Caesar (Rex Harrison). When Caesar is murdered, she redirects her attentions to his general, Marc Antony (Richard Burton), who vows to take power -- but Caesar's successor (Roddy McDowall) has other plans.",Drama|History|Romance,ancient rome|historical figure|cleopatra|julius caesar,Elizabeth Taylor|Richard Burton|Rex Harrison|Roddy McDowall|Martin Landau|Hume Cronyn|Andrew Keir|Kenneth Haigh|George Cole|Pamela Brown,Walter Wanger|Peter Levathes,1963/6/12,248,Twentieth Century Fox Film Corporation|MCL Films S.A.|Walwa Films S.A.,United Kingdom|United States of America|Switzerland,English|Português,6.7,146,13.244365,The motion picture the world has been waiting for!,,31115000,71000000
87826,Here Comes the Boom,A high school biology teacher moonlights as a mixed-martial arts fighter in an effort to raise money to save the school's music program.,Comedy,high school teacher|prize money|physics teacher|fighting movie|budget cutting,Salma Hayek|Kevin James|Henry Winkler|Joe Rogan|Reggie Lee|Greg Germann|Bas Rutten|Charice|Nicholas R. Grava|Frank Coraci,Marty P. Ewing|Kevin James|Jeff Sussman,2012/10/11,105,Columbia Pictures|Happy Madison Productions|Broken Road Productions,United States of America,English,6,593,26.799913,No one will fight for his students like Mr. Voss.,,0,73100172
11560,High Crimes,"High powered lawyer Claire Kubik finds her world turned upside down when her husband, who she thought was Tom Kubik, is arrested and is revealed to be Ron Chapman. Chapman is on trial for a murder of Latin American villagers while he was in the Marines. Claire soon learns that to navigate the military justice system, she'll need help from the somewhat unconventional Charlie Grimes.",Drama|Mystery|Thriller|Crime,based on novel|witness|village|court|love|murder|lawyer|defense|trial|justice|husband|u.s. marine|arrested|classified,Ashley Judd|Morgan Freeman|Jim Caviezel|Amanda Peet|Adam Scott|Bruce Davison|Tom Bower|Juan Carlos Hernández|Michael Gaston|Jude Ciccolella,Arnon Milchan|Janet Yang|Jesse Beaton,2002/4/3,115,Twentieth Century Fox Film Corporation|Regency Enterprises|Monarch Pictures|Epsilon Motion Pictures|New Regency Pictures|Manifest Film Company,United States of America,English|Español,6.1,184,14.046705,Everything you trust. Everything you know. May be a lie...,,42000000,63781810
25189,The Mirror Has Two Faces,"Rose Morgan (Barbara Streisand), who still lives with her mother (Lauren Bacall), is a professor of Romantic Literature who desperately longs for passion in her life. Gregory Larkin (Jeff Bridges), a mathematics professor, has been burned by passionate relationships and longs for a sexless union based on friendship and respect.",Comedy|Drama|Romance,sex|professor|wedding|woman director|columbia university,Barbra Streisand|Jeff Bridges|Lauren Bacall|George Segal|Mimi Rogers|Pierce Brosnan|Brenda Vaccaro|Elle Mcpherson,,1996/11/15,126,TriStar Pictures|Phoenix Pictures,United States of America,English,6.5,47,3.844926,A story about just how wrong two people can be before they can be right.,,42000000,0
2637,The Mothman Prophecies,Reporter John Klein is plunged into a world of impossible terror and unthinkable chaos when fate draws him to a sleepy West Virginia town whose residents are being visited by a great winged shape that sows hideous nightmares and fevered visions.,Drama|Horror|Mystery,based on novel|small town|dream|motel|hallucination|bridge|alien life-form|warning|tumor|west virginia|urban legend|premonition|telephone call|hospital|reporter|psychic|car wreck|death of wife|mothman|mysterious events|chemical plant,Richard Gere|Laura Linney|Will Patton|Bob Tracey|Debra Messing|Tom Stoviak|David Eigenberg|Bill Laing|Alan Bates|Ron Emanuel,Tom Rosenberg|Gary Lucchesi|Gary W. Goldstein,2002/1/25,119,Lakeshore Entertainment,United States of America,English,6.1,305,14.733513,What do you see?,,32000000,55157539
18480,Brüno,Flamboyantly gay Austrian television reporter Bruno stirs up trouble with unsuspecting guests and large crowds through brutally frank interviews and painfully hilarious public displays of homosexuality.,Comedy,gay|fame|mockumentary|hollywood|lgbt|duringcreditsstinger,Sacha Baron Cohen|Richard Bey|Ron Paul|Gustaf Hammarsten|Clifford Bañagale|Josh Meyers|Chris Martin|Elton John|Slash|Bono,Sacha Baron Cohen|Anthony Hines|Peter Baynham|Dan Mazer|Jay Roach|Monica Levinson|Jason Alper|Jon Poll|Jonah Hill|Jeff Schaffer|Dale Stern|Todd Schulman,2009/7/8,83,Universal Pictures,United States of America,Český|English|Deutsch,5.4,518,16.122168,Borat was so 2006,,42000000,0
709,Licence to Kill,James Bond and his American colleague Felix Leiter arrest the drug lord Sanchez who succeeds in escaping and takes revenge on Felix and his wife. Bond knows but just one thing: revenge.,Adventure|Action|Thriller,corruption|florida|secret identity|liberation of prisoners|drug traffic|floatplane|transport of prisoners|tank car|florida keys|coast guard|airplane|british secret service,Timothy Dalton|Carey Lowell|Robert Davi|Talisa Soto|Anthony Zerbe|Frank McRae|David Hedison|Wayne Newton|Benicio del Toro|Anthony Starke,Albert R. Broccoli|Tom Pevsner|Barbara Broccoli|Michael G. Wilson,1989/7/7,133,Eon Productions,United Kingdom|United States of America,English|Español,5.9,541,28.22119,His bad side is a dangerous place to be.,http://www.mgm.com/view/movie/1111/License-to-Kill/,32000000,156167015
49730,Red Riding Hood,"Valerie is in love with a brooding outsider, Peter, but her parents have arranged for her to marry another man – who is wealthy. Unwilling to lose each other, Valerie and Peter plan to run away together when they learn that Valerie's older sister has been killed by a werewolf that prowls the dark forest surrounding their village. Hungry for revenge, the people call on famed werewolf hunter, Father Solomon, to help them kill the wolf. But Solomon's arrival brings unintended consequences as he warns that the wolf, who takes human form by day, could be any one of them.",Fantasy|Thriller|Horror,winter|fantasy|fairy tale|hood|werewolf|aftercreditsstinger|duringcreditsstinger|woman director|red riding hood,Amanda Seyfried|Gary Oldman|Billy Burke|Shiloh Fernandez|Max Irons|Julie Christie|Lukas Haas|Virginia Madsen|Shauna Kain|Michael Hogan,Leonardo DiCaprio|Catherine Hardwicke|Julie Yorn|Michael Ireland|Jennifer Killoran|Jim Rowe,2011/3/11,100,Appian Way|Warner Bros.|Random Films,Canada|United States of America,English,5.6,922,45.151657,Who's afraid?,http://www.redridinghoodmovie.com/,42000000,89162162
2749,15 Minutes,"When Eastern European criminals Oleg and Emil come to New York City to pick up their share of a heist score, Oleg steals a video camera and starts filming their activities, both legal and illegal. When they learn how the American media circus can make a remorseless killer look like the victim and make them rich, they target media-savvy NYPD Homicide Detective Eddie Flemming and media-naive FDNY Fire Marshal Jordy Warsaw, the cops investigating their murder and torching of their former criminal partner, filming everything to sell to the local tabloid TV show ""Top Story.""",Action|Crime|Thriller,new york|female nudity|prison|prostitute|rape|robbery|fire|detective|airport|shotgun|prisoner|ex-detainee|attempted murder|paranoia|russian|eastern europe|video|knife|fistfight|police|thief|revenge|video camera|escape|breast|dead body|lawyer|shot to death|torture|fear|new york city|urination|violence|home invasion|criminal|police detective|death|drunk|nypd|news report|gun violence|graveyard|death of boyfriend,Robert De Niro|Charlize Theron|Edward Burns|Kelsey Grammer|Avery Brooks|Vera Farmiga|Kim Cattrall|David Alan Grier|Roseanne Barr|Anton Yelchin,Nick Wechsler|Keith Addis|John Herzfeld|David Blocker|James M. Freitag|Claire Rudnick Polstein|David Gaines,2001/3/1,120,New Line Cinema|Industry Entertainment|Tribeca Productions|New Redemption Pictures,Germany|United States of America,Český|English|ελληνικά|Pусский,5.7,191,15.205371,America Likes to Watch,,60000000,56359980
9607,Super Mario Bros.,"Mario and Luigi, plumbers from Brooklyn, find themselves in an alternate universe where evolved dinosaurs live in hi-tech squalor. They're the only hope to save our universe from invasion by the dino dictator, Koopa.",Adventure|Comedy|Family|Fantasy,saving the world|brother brother relationship|royalty|dinosaur|based on video game|woman director|multiple dimensions,Bob Hoskins|John Leguizamo|Dennis Hopper|Samantha Mathis|Fisher Stevens|Richard Edson|Fiona Shaw|Mojo Nixon|Lance Henriksen|Dan Castellaneta,Jake Eberts|Roland Joffé,1993/5/28,104,Hollywood Pictures|Cinergi Pictures Entertainment|Allied Filmmakers|Walt Disney|Nintendo,United Kingdom|United States of America,English,4,232,14.587367,This Ain't No Game.,,48000000,20915465
1830,Lord of War,"Yuri Orlov is a globetrotting arms dealer and, through some of the deadliest war zones, he struggles to stay one step ahead of a relentless Interpol agent, his business rivals and even some of his customers who include many of the world's most notorious dictators. Finally, he must also face his own conscience.",Crime|Drama|Thriller,cold war|weapon|arms dealer,Nicolas Cage|Bridget Moynahan|Jared Leto|Ethan Hawke|Eamonn Walker|Ian Holm|Sammi Rotibi|Yevgeni Lazarev|Tanit Phoenix|Shake Tukhmanyan,Nicolas Cage|Andreas Grosch|Andrew Niccol|Norman Golightly|Christopher Roberts|Teri-Lin Robertson|Philippe Rousselet,2005/9/16,122,Saturn Films|Ascendant Pictures|Endgame Entertainment|Entertainment Manufacturing Company|Rising Star|Copag V,France|United States of America|Germany,العربية|Deutsch|English|Français|Pусский|Español|Український|Türkçe,7,1335,34.828241,"Where there's a will, there's a weapon",,42000000,24127895
79,英雄,One man defeated three assassins who sought to murder the most powerful warlord in pre-unified China.,Drama|Adventure|Action|History,countryside|loss of lover|right and justice|patriot,Jet Li|Tony Leung Chiu-Wai|Maggie Cheung|Donnie Yen|Zhang Ziyi|Chen Dao-Ming|Liu Zhong Yuan|Zheng Tia Yong|Yan Qin|Chang Xiao Yang,Zhang Yimou|Shoufang Dou|William Kong|Zhang Weiping|Zhenyan Zhang,2002/12/19,99,Beijing New Picture Film Co. Ltd.|China Film Co-Production Corporation,China,普通话,7.2,635,23.607392,One man's strength will unite an empire.,,31000000,177394432
54054,One for the Money,"An unemployed lingerie buyer convinces her bail bondsman cousin to give her a shot as a bounty hunter. Her first assignment is to track down a former cop on the run for murder – the same man who broke her heart years before. With the help of some friends and the best bounty hunter in the business, she slowly learns what it takes to be a true bounty hunter.",Action|Comedy|Crime,bounty hunter|based on novel|romance|framed|bail jumper|woman director,Katherine Heigl|Jason O'Mara|Daniel Sunjata|John Leguizamo|Sherri Shepherd|Debbie Reynolds|Patrick Fischler|Harry O'Toole|Debra Monk|Nate Mooney,Wendy Finerman|Tom Rosenberg|Gary Lucchesi|Sidney Kimmel,2012/1/26,91,Lakeshore Entertainment|Sidney Kimmel Entertainment,United States of America,English,5.3,388,19.438503,She's looking for a few not-so-good men,http://www.oneforthemoneyfilm.com/index2.html,40000000,36893721
228967,The Interview,"Dave Skylark and his producer Aaron Rapoport run the celebrity tabloid show ""Skylark Tonight"". When they land an interview with a surprise fan, North Korean dictator Kim Jong-un, they are recruited by the CIA to turn their trip to Pyongyang into an assassination mission.",Action|Comedy,cia|coup d'etat|north korea|assassination attempt|evil dictator,James Franco|Seth Rogen|Lizzy Caplan|Randall Park|Diana Bang|Timothy Simons|Reese Alexander|James Yi|Paul Bae|Geoff Gustafson,Ben Waisbren|James Franco|Seth Rogen|Shawn Williamson|Evan Goldberg|James Weaver|Miles Levy|Kyle Hunter|Ariel Shaffir|Alex McAtee,2014/12/25,112,Columbia Pictures|Point Grey Pictures,United States of America,한국어/조선말|English,6.1,2304,74.168016,The Film Hackers Tried To Get Banned,,44000000,12342632
46528,The Warrior's Way,"An Asian assassin (Dong-gun Jang) is forced to hide in a small town in the American Badlands. Also starring Kate Bosworth, Danny Huston, Tony Cox and Academy Award winner Geoffrey Rush.",Adventure|Fantasy|Action|Western|Thriller,assassin|small town|forest|revenge|deception|super speed|surprise ending,Kate Bosworth|Jang Dong-gun|Geoffrey Rush|Danny Huston|Ti Lung|Tony Cox|Analin Rudd|Markus Hamilton|Rod Lousich|Matt Gillanders,Barrie M. Osborne|Lee Joo-Ick|Frank E. Flowers|Michael Peyser|Timothy White|Steven Nam|Carol Kim|Stacy Ruppel|Eunjung Yoo|Eui Hong|Douglas Falconer|Michelle Hartly,2010/12/2,100,Boram Entertainment Inc.,New Zealand|South Korea,English|ภาษาไทย,6.3,136,7.349497,Assassin. Hero. Legend.,http://www.iamrogue.com/thewarriorsway,42000000,11087569
27936,Micmacs à tire-larigot,"A man and his friends come up with an intricate and original plan to destroy two big weapons manufacturers.  Avid movie-watcher and video store clerk Bazil has had his life all but ruined by weapons of war. His father was killed by a landmine in Morocco and one fateful night a stray bullet from a nearby shootout embeds itself in his skull, leaving him on the verge of instantaneous death. Losing his job and his home, Bazil wanders the streets until he meets Slammer, a pardoned convict who introduces him to a band of eccentric junkyard dealers including Calculator, a math expert and statistician, Buster, a record-holder in human cannonball feats, Tiny Pete, an artistic craftsman of automatons, and Elastic Girl, a sassy contortionist. When chance reveals to Bazil the two weapons manufacturers responsible for building the instruments of his destruction, he constructs a complex scheme for revenge that his newfound family is all too happy to help set in motion.",Action|Comedy|Crime,unemployment|contortionist|human cannonball,Dany Boon|Dominique Pinon|André Dussollier|Jean-Pierre Marielle|Julie Ferrier|Yolande Moreau|Michel Crémadès|Nicolas Marié|Omar Sy|Marie-Julie Baup,Jean-Pierre Jeunet|Frédéric Brillion|Gilles Legrand|Souad Lamriki,2009/10/28,100,France 2 Cinéma|France 3 Cinéma|Epithète Films|France 3 (FR 3)|Région Ile-de-France|France 2 (FR2)|Orange Cinéma Séries|Tapioca Films|Warner Bros. Entertainment France,France,Français,6.8,148,7.663515,Non Stop Madness,,33000000,14000000
65,8 Mile,"The setting is Detroit in 1995. The city is divided by 8 Mile, a road that splits the town in half along racial lines. A young white rapper, Jimmy ""B-Rabbit"" Smith Jr. summons strength within himself to cross over these arbitrary boundaries to fulfill his dream of success in hip hop. With his pal Future and the three one third in place, all he has to do is not choke.",Drama,individual|street gang|adolescence|rap music|hip-hop|rhyme battle|trailer park|ethnic stereotype|single|detroit|eminem,Eminem|Mekhi Phifer|Brittany Murphy|Kim Basinger|Michael Shannon|Taryn Manning|Anthony Mackie|De'Angelo Wilson|Evan Jones|Omar Benson Miller,Curtis Hanson|Brian Grazer|Jimmy Iovine|James Whitaker|Stuart Parr|Paul Rosenberg|Gregory Goodman,2002/11/8,110,Imagine Entertainment|Mikona Productions GmbH & Co. KG,United States of America,English,6.8,1626,32.798571,Every moment is another chance.,http://movies.uip.de/8mile/,41000000,215000000
280391,Pourquoi j'ai pas mangé mon père,"Based on the novel 'Evolution Man' by Roy Lewis, this tells the story about the first man - young Edward - to descend from apes. Edward is ejected by his tribe, but is very resourceful. He learns to walk, discovers fire, manages to hunt - and we follow him as he evolves. He has a generous nature, and search for true humanity - a world where we don't eat our fathers.",Adventure|Comedy|Animation,animation|evolution|humanity,Jamel Debbouze|Arié Elmaleh|Mélissa Theuriau|Patrice Thibaud|Christian Hecq|Dioucounda Koma|Adrien Antoine|Georgette Kala-Lobé|Nathalie Homs|Youssef Hajdi,,2015/4/8,100,Pathé Films|Boréales,France,English|Français,5.3,125,5.794466,These feet are made for walkin',http://pourquoijaipasmangemonpere.com/,0,0
9476,A Knight's Tale,"William Thatcher, a peasant, is sent to apprentice with a Knight named Hector as a young boy. Urged by his father to ""change his Stars"", he assumes Sir Hector's place in a tournament when Hector dies in the middle of it. He wins. With the other apprentices, he trains and assumes the title of Sir Ulrich von Lichtenstein.",Adventure|Drama|Romance|Action,poetry|knight|tournament|duel|torture|writer|impostor|church|game|jousting|aftercreditsstinger,Heath Ledger|Rufus Sewell|Shannyn Sossamon|Paul Bettany|Laura Fraser|Mark Addy|Alan Tudyk|James Purefoy|Bérénice Bejo|Scott Handy,Brian Helgeland|Tim Van Rellim|Todd Black,2001/5/11,132,Columbia Pictures Corporation|Escape Artists|Black and Blu Entertainment|Finestkind,United States of America,English,6.6,907,36.670399,He Will Rock You,,65000000,117487473
10610,The Medallion,A Hong Kong detective suffers a fatal accident involving a mysterious medallion and is transformed into an immortal warrior with superhuman powers.,Thriller|Fantasy|Action|Comedy,detective|medallion|leather jacket|wretch|fighter|wizardry|interpol,Jackie Chan|Lee Evans|Claire Forlani|Julian Sands|John Rhys-Davies|Anthony Wong|Christy Chung|Lau Siu-Ming|Nicholas Tse|Edison Chen,Jackie Chan|Willie Chan|Albert Yeung|Alfred Cheung Kin-Ting,2003/8/15,88,Living Films|Emperor Multimedia Group (EMG)|Golden Port Productions Ltd.,Hong Kong|United States of America,English,5.3,281,14.653718,,,41000000,0
745,The Sixth Sense,"A psychological thriller about an eight year old boy named Cole Sear who believes he can see into the world of the dead. A child psychologist named Malcolm Crowe comes to Cole to help him deal with his problem, learning that he really can see ghosts of dead people.",Mystery|Thriller|Drama,child abuse|sense of guilt|loss of child|confidence|psychology|dying and death|marriage crisis|afterlife|single|paranormal phenomena|cowardliness|child|spiritism,Bruce Willis|Toni Collette|Olivia Williams|Haley Joel Osment|Donnie Wahlberg|Glenn Fitzgerald|Mischa Barton|Trevor Morgan|Bruce Norris|Angelica Page,Sam Mercer|Kathleen Kennedy|Frank Marshall|Barry Mendel,1999/8/6,107,Spyglass Entertainment|The Kennedy/Marshall Company|Hollywood Pictures|Barry Mendel Productions,United States of America,Latin|Español|English,7.7,3147,73.085576,Not every gift is a blessing.,,40000000,672806292
49527,Man on a Ledge,"An ex-cop turned con threatens to jump to his death from a Manhattan hotel rooftop. The NYPD dispatch a female police psychologist to talk him down. However, unbeknownst to the police on the scene, the suicide attempt is a cover for the biggest diamond heist ever pulled.",Action|Thriller|Crime,deception|new york city|rooftop|diamond heist|framed for a crime|escaped prisoner|negotiator,Sam Worthington|Elizabeth Banks|Jamie Bell|Ed Harris|Edward Burns|Kyra Sedgwick|Anthony Mackie|William Sadler|Génesis Rodríguez|Afton Williamson,Lorenzo di Bonaventura|Mark Vahradian|Jake Myers|David Ready,2012/1/13,102,Summit Entertainment|Di Bonaventura Picture,United States of America,English,6.2,925,34.041407,You can only push an innocent man so far,http://www.manonaledge.com/,42000000,46221189
73937,The Big Year,"Three fanatical bird-watchers spend an entire year competing to spot the highest number of species as El Nino sends an extraordinary variety of rare breeds flying up into the U.S., but they quickly discover that there are more important things than coming out on top of the competition",Comedy,helicopter|based on novel|honeymoon|airplane|birding|birdwatching|duringcreditsstinger,Owen Wilson|Steve Martin|Jack Black|Rashida Jones|Jim Parsons|Anjelica Huston|Tim Blake Nelson|Kevin Pollak|Rosamund Pike|Joel McHale,Curtis Hanson|Karen Rosenfelt|Stuart Cornfeld,2011/10/13,100,Ingenious Media|Dune Entertainment|Fox 2000 Pictures|Deuce Three Productions|Sunswept Entertainment|Red Hour Films,United States of America,English,5.6,248,9.419726,Everyone is searching for something.,,41000000,7448385
1885,The Karate Kid,"Hassled by the school bullies, Daniel LaRusso has his share of adolescent woes. Luckily, his apartment building houses a resident martial arts master: Kesuke Miyagi, who agrees to train Daniel ... and ends up teaching him much more than self-defense. Armed with newfound confidence, skill and wisdom, Daniel ultimately faces off against his tormentors in this hugely popular classic underdog tale.",Drama,flat|taskmaster|karate|egg|kids and family|motorcycle,Ralph Macchio|Pat Morita|William Zabka|Martin Kove|Chad McQueen|Randee Heller|Elisabeth Shue|Ron Thomas|Rob Garrison|Scott Strader,Jerry Weintraub,1984/6/22,126,Columbia Pictures Corporation|Jerry Weintraub Productions|Delphi Films,United States of America,English,6.9,891,28.456572,Only the 'Old One' could teach him the secrets of the masters.,,8000000,90815558
168672,American Hustle,"A con man, Irving Rosenfeld, along with his seductive partner Sydney Prosser, is forced to work for a wild FBI agent, Richie DiMaso, who pushes them into a world of Jersey powerbrokers and mafia.",Drama|Crime,con artist|scam|mobster|fbi agent,Christian Bale|Bradley Cooper|Amy Adams|Jeremy Renner|Jennifer Lawrence|Louis C.K.|Jack Huston|Michael Peña|Shea Whigham|Alessandro Nivola,Charles Roven|Jonathan Gordon|George Parra|Bradley Cooper|Richard Suckle|Megan Ellison|Eric Warren Singer|Matthew Budman,2013/12/12,138,Columbia Pictures|Atlas Entertainment|Annapurna Pictures,United States of America,English,6.8,2807,49.664128,Everyone Hustles To Survive,http://www.americanhustle-movie.com/,40000000,251171807
18240,The Proposal,"When she learns she's in danger of losing her visa status and being deported, overbearing book editor Margaret Tate forces her put-upon assistant, Andrew Paxton, to marry her.",Comedy|Romance|Drama,fictitious marriage|deportation|immigration law|romantic comedy|alaska|naked scene|co-worker|humiliation|book editor|fake boyfriend|duringcreditsstinger|woman director|pretend relationship,Sandra Bullock|Ryan Reynolds|Mary Steenburgen|Craig T. Nelson|Betty White|Denis O'Hare|Malin Åkerman|Oscar Nunez|Aasif Mandvi|Michael Nouri,Alex Kurtzman|Roberto Orci|Sandra Bullock|David Hoberman|Mary McLaglen|Todd Lieberman,2009/6/1,108,Touchstone Pictures|Mandeville Films|Kurtzman/Orci,United States of America,English,6.7,1804,36.238968,Here comes the bribe...,http://www.myspace.com/proposalmovie,40000000,317375031
10398,Double Jeopardy,"A woman framed for her husband's murder suspects he is still alive; as she has already been tried for the crime, she can't be re-prosecuted if she finds and kills him.",Crime|Drama|Mystery|Thriller,prison|sailboat|sailing trip|new orleans|women's prison|probation|murder hunt,Tommy Lee Jones|Ashley Judd|Bruce Greenwood|Annabeth Gish|Benjamin Weir|Jay Brazeau|John Maclaren|Tracy Vilar,Leonard Goldberg,1999/9/24,105,Paramount Pictures,Canada|United States of America,English,6.2,278,19.439386,Murder isn't always a crime.,,70000000,177841558
165,Back to the Future Part II,"Marty and Doc are at it again in this wacky sequel to the 1985 blockbuster as the time-traveling duo head to 2015 to nip some McFly family woes in the bud. But things go awry thanks to bully Biff Tannen and a pesky sports almanac. In a last-ditch attempt to set things straight, Marty finds himself bound for 1955 and face to face with his teenage parents -- again.",Adventure|Comedy|Family|Science Fiction,skateboarding|flying car|car race|delorean|lightning|almanac|inventor|time travel|sequel|diner|alternate history|teenager|electric guitar|walking cane|high school dance|hoverboard|video phone,Michael J. Fox|Christopher Lloyd|Lea Thompson|Elisabeth Shue|James Tolkan|Jeffrey Weissman|Casey Siemaszko|Billy Zane|Darlene Vogel|Elijah Wood,Steve Starkey|Steven Spielberg|Kathleen Kennedy|Frank Marshall|Bob Gale|Neil Canton,1989/11/20,108,Universal Pictures|Amblin Entertainment|U-Drive Productions,United States of America,English,7.4,3829,43.345252,"Roads? Where we're going, we don't need roads!",http://www.backtothefuture.com/movies/backtothefuture2,40000000,332000000
240832,Lucy,"A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.",Action|Science Fiction,artificial intelligence|telepathy|intelligence|drug mule|telekinesis|futuristic|drug|superpower|tough girl|imax|surgery|brain capacity|synthetic drug|human brain,Scarlett Johansson|Morgan Freeman|Choi Min-sik|Amr Waked|Julian Rhind-Tutt|Pilou Asbæk|Analeigh Tipton|Nicolas Phongpheth|Jan Oliver Schroeder|Luca Angeletti,Virginie Besson-Silla|Marc Shmuger,2014/7/14,89,Universal Pictures|TF1 Films Production|Canal+|EuropaCorp|Ciné+,France|United States of America,普通话|English|Français|Español|한국어/조선말,6.3,5878,115.241998,The average person uses 10% of their brain capacity. Imagine what she could do with 100%.,http://lucymovie.com/,40000000,126546825
216015,Fifty Shades of Grey,"When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.",Drama|Romance|Thriller,based on novel|perversion|spanking|billionaire|bdsm|woman director,Dakota Johnson|Jamie Dornan|Jennifer Ehle|Eloise Mumford|Victor Rasuk|Luke Grimes|Marcia Gay Harden|Rita Ora|Max Martini|Callum Keith Rennie,Michael De Luca|Marcus Viscidi|Dana Brunetti|E.L. James|Jeb Brody,2015/2/11,125,Focus Features|Trigger Street Productions|Michael De Luca Productions,United States of America,English,5.2,3254,98.755657,Are you curious?,https://www.facebook.com/fiftyshadesofgreymovie,40000000,571006128
12279,Spy Kids 3-D: Game Over,"Carmen's caught in a virtual reality game designed by the Kids' new nemesis, the Toymaker. It's up to Juni to save his sister, and ultimately the world.",Action|Adventure|Comedy|Family|Science Fiction,video game|intelligence|liberation|child hero|mission,Antonio Banderas|Carla Gugino|Alexa PenaVega|Daryl Sabara|Sylvester Stallone|Salma Hayek|Ricardo Montalban|Holland Taylor|Mike Judge|Matt O'Leary,Robert Rodriguez|Bob Weinstein|Harvey Weinstein|Elizabeth Avellan,2003/7/25,84,Dimension Films,United States of America,English,4.7,511,21.998734,3rd Mission. 3rd Dimension.,,38000000,197011982
1645,A Time to Kill,"A young lawyer defends a black man accused of murdering two men who raped his 10-year-old daughter, sparking a rebirth of the KKK.",Crime|Drama|Thriller,ku klux klan|rape|mississippi|jurors|blackmail|attempted murder|forgiveness|court|shooting|murder|suspense|lawyer|trial|courtroom|racial tension|kkk|racial issues|courtroom drama,Matthew McConaughey|Sandra Bullock|Samuel L. Jackson|Kevin Spacey|Oliver Platt|Charles S. Dutton|Brenda Fricker|Donald Sutherland|Kiefer Sutherland|Patrick McGoohan,Arnon Milchan|Michael G. Nathanson|Hunt Lowry|John Grisham|William M. Elvin,1996/7/24,149,Regency Enterprises|Warner Bros.,United States of America,English,7,509,25.219805,Experience a time you'll never forget.,,40000000,152266007
11007,Cheaper by the Dozen,"The Baker brood moves to Chicago after patriarch Tom gets a job coaching football at Northwestern University, forcing his writer wife, Mary, and the couple's 12 children to make a major adjustment. The transition works well until work demands pull the parents away from home, leaving the kids bored -- and increasingly mischievous.",Comedy,big family|new job|aspiring actor|smart kid,Steve Martin|Bonnie Hunt|Piper Perabo|Tom Welling|Hilary Duff|Kevin G. Schmidt|Alyson Stoner|Jacob Smith|Liliana Mumy|Morgan York,Michael Barnathan|Robert Simonds|Ben Myron,2003/12/24,98,Twentieth Century Fox Film Corporation|Robert Simonds Productions,United States of America,English,6,699,26.516624,Growing pains? They've got twelve of them!,,40000000,190212113
